,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,overview,releasedate,duration
1150,Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,Comedy|Romance,the sweetest thing,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",2002-04-12,84.0
1151,Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,Drama|Mystery|Thriller,the firm,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",1993-06-30,155.0
1152,Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,Drama|Fantasy|Romance,charlie st. cloud,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",2010-07-30,99.0
1153,Simon West,Jason Statham,Tony Goldwyn,Mini Anden,Action|Crime|Thriller,the mechanic,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",2011-01-13,93.0
1154,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,Action|Comedy|Crime,21 jump street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",2012-03-14,109.0
1155,Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,Comedy|Drama|Romance,notting hill,"William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.",1999-05-21,124.0
1156,Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure|Animation|Comedy|Drama|Family,chicken run,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Ginger the chicken along with the help of Rocky the American rooster decide to rebel and lead their fellow chickens in a great escape from the murderous farmers Mr. and Mrs. Tweedy and their farm of doom.",2000-06-21,84.0
1157,John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,Comedy|Romance,along came polly,"Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.",2004-01-16,90.0
1158,Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy|Drama|Romance,boomerang,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",1992-06-30,117.0
1159,Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,Action|Comedy|Crime,the heat,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies.",2013-06-27,117.0
1160,Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,Biography|Drama|History|Romance,cleopatra,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.",1963-06-12,248.0
1161,Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action|Comedy|Sport,here comes the boom,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,2012-10-11,105.0
1162,Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,Crime|Drama|Mystery|Thriller,high crimes,"A female attorney learns that her husband is really a marine officer awol for fifteen years and accused of murdering fifteen civilians in El Salvador. Believing her husband when he tells her that he's being framed as part of a U.S. Military cover-up, the attorney defends him in a military court.",2002-04-05,115.0
1163,Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy|Drama|Romance,the mirror has two faces,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",1996-11-15,126.0
1164,Mark Pellington,Debra Messing,Will Patton,David Eigenberg,Drama|Horror|Mystery|Thriller,the mothman prophecies,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,2002-01-25,119.0
1165,Larry Charles,Bono,Elton John,Slash,Comedy,brüno,"Ana, a nine year old girl, arrives with her mother to an isolated beach with the intention to rest and to know the sea. There, she discovers that they are under a terrible threat, therefore she is obligated to look for help with her father in order to save her mother.",2017-09-01,96.0
1166,John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action|Adventure|Thriller,licence to kill,"After capturing the notorious drug lord Franz Sanchez, Bond's close friend and former CIA agent Felix Leiter is left for dead and his wife is murdered. Bond goes rogue and seeks vengeance on those responsible, as he infiltrates Sanchez's organization from the inside.",1989-06-13,133.0
1167,Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,Fantasy|Horror|Mystery|Thriller,red riding hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",2011-03-11,100.0
1168,John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,Action|Crime|Drama|Thriller,15 minutes,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",2001-03-01,120.0
1169,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure|Comedy|Family|Fantasy|Sci-Fi,super mario bros.,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",1993-05-28,104.0
1170,Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,Crime|Drama|Thriller,lord of war,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",2005-09-16,122.0
1171,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Action|Adventure|History,hero,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",2014-10-24,102.0
1172,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action|Comedy|Crime|Romance|Thriller,one for the money,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",2012-01-26,91.0
1173,Evan Goldberg,James Franco,Randall Park,Anders Holm,Comedy,the interview,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",2014-12-25,113.0
1174,Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,Action|Fantasy|Western,the warrior's way,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,2010-12-01,100.0
1175,unknown,Tim Conway,Gavin MacLeod,Bob Hastings,Comedy|War,mchale's navy            ,"Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of retirement when his old nemesis turned the second best terrorist in the world, Major Vladikov, takes over the island of San Moreno and starts building a nuclear launch silo on it. With help from his old crew and hindrances from Captain Wallace B. Binghampton, who sank a cruise liner a while back, McHale tries to put Vladikov out of business.",1997-04-18,108.0
1176,Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,Action|Comedy|Crime,micmacs,"While standing in the doorway of the video shop where he works, Bazil is inadvertently shot in the head. Now homeless and jobless, he is taken in by a troupe of misfits who live in a giant mound of trash. There Bazil begins his quest for revenge against the people who produced the gun that shot him.",2009-10-28,100.0
1177,Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,Drama|Music,8 mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",2002-11-08,111.0
1178,Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,Adventure|Animation|Comedy|Family,animal kingdom: let's go ape,"Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers.",2015-04-08,100.0
1179,Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,Action|Adventure|Romance,a knight's tale,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",2001-05-11,132.0
1180,Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action|Comedy|Fantasy,the medallion,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,2003-08-15,88.0
1181,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,Drama|Mystery|Thriller,the sixth sense,"Following an unexpected tragedy, a child psychologist named Malcolm Crowe meets an nine year old boy named Cole Sear, who is hiding a dark secret.",1999-08-06,107.0
1182,Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,Action|Crime|Thriller,man on a ledge,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",2012-01-13,102.0
1183,David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,the big year,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition.",2011-10-13,100.0
1184,John G. Avildsen,Martin Kove,William Zabka,William Bassett,Action|Drama|Family|Sport,the karate kid,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",2010-06-10,140.0
1185,David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,Crime|Drama,american hustle,"A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.",2013-12-03,138.0
1186,Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy|Drama|Romance,the proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",2009-06-01,108.0
1187,Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime|Mystery|Thriller,double jeopardy,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",1999-09-24,105.0
1188,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure|Comedy|Sci-Fi,back to the future part ii,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",1989-11-22,108.0
1189,Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action|Sci-Fi|Thriller,lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",2014-07-25,89.0
1190,Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,Drama|Romance,fifty shades of grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",2015-02-11,125.0
1191,Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action|Adventure|Comedy|Family|Sci-Fi,spy kids 3-d: game over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",2003-07-25,84.0
1192,Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,Crime|Drama|Thriller,a time to kill,"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",1996-07-24,149.0
1193,Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy|Family,cheaper by the dozen,"This remake of the beloved classic follows the raucous exploits of a blended family of 12, the Bakers, as they navigate a hectic home life while simultaneously managing their family business.",2022-03-18,107.0
1194,Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,Action|Biography|Drama|Thriller|War,lone survivor,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",2013-12-24,121.0
1195,Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,Comedy|Drama|Sport,a league of their own,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey. Competitive sisters Dottie Hinson and Kit Keller spar with each other, scout Ernie Capadino and grumpy has-been coach Jimmy Dugan on their way to fame.",1992-07-01,128.0
1196,James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,Horror|Mystery|Thriller,the conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,2016-06-08,134.0
1197,David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,Biography|Drama,the social network,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",2010-10-01,121.0
1198,Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,Comedy|Drama|Romance,he's just not that into you,"Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",2009-02-06,129.0
1199,David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,Comedy,scary movie 4,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",2006-04-12,83.0
1200,Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Horror|Mystery,scream 3,"As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney and other survivors are once again drawn into a game of horror movie mayhem.",2000-02-03,116.0
1201,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure|Comedy|Sci-Fi|Western,back to the future part iii,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",1990-05-25,119.0
1202,Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,Comedy|Crime,get hard,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",2015-03-26,100.0
1203,Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,Fantasy|Horror|Romance,bram stoker's dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker, the reincarnation of Dracula's long-dead wife Elisabeta, obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",1992-11-13,128.0
1204,Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,Biography|Drama|Romance,julie & julia,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",2009-08-06,123.0
1205,Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,Biography|Drama|Sport,42,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",2013-04-12,128.0
1206,Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,Crime|Drama|Thriller,the talented mr. ripley,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",1999-12-25,139.0
1207,Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,Comedy,dumb and dumber to,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",2014-11-12,110.0
1208,Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure|Drama|Family,eight below,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",2006-02-17,120.0
1209,Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,Comedy|Drama,the intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",2015-09-24,121.0
1210,Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,Action|Comedy,ride along 2,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",2016-01-14,102.0
1211,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action|Adventure|Drama|Romance|War,the last of the mohicans,"In war-torn Colonial America, in the midst of a bloody battle between British, the French and Native American allies, Cora Munro, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers, including Hawkeye, a rugged frontiersman and the adopted son of the Mohicans comes to their rescue. A passionate romance soon blossoms between Cora and Hawkeye, but many forces test their love as they continue to journey through the Frontier.",1992-08-26,112.0
1212,Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,Biography|Drama|Music,ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",2004-10-29,152.0
1213,Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,Crime|Thriller,sin city,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",2005-04-01,124.0
1214,Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,Crime|Drama|Mystery|Thriller,vantage point,The attempted assassination of the American president is told and re-told from several different perspectives.,2008-02-01,90.0
1215,John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,Comedy|Romance,"i love you, man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",2009-03-20,105.0
1216,Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,Comedy|Drama|Fantasy|Romance,shallow hal,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",2001-11-01,114.0
1217,Oliver Stone,Sally Kirkland,Jay O. Sanders,Cheryl Penland,Drama|History|Thriller,jfk,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,1991-12-20,189.0
1218,John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,Comedy|Crime,big momma's house 2,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.",2006-01-26,99.0
1219,Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,Adventure|Comedy|Crime|Romance,the mexican,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",2001-03-01,123.0
1220,Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography|Drama|Sport|War,unbroken,"Zamperini returns to California where he wound up marrying Cynthia Applewhite while wrestling with untreated PTSD, suffering constant nightmares, angry, bitter and deeply depressed, his wife convinces Zamperini to attend the 1949 Billy Graham Crusade.",2018-09-14,98.0
1221,Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,Comedy|Drama|Family|Fantasy|Romance,17 again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",2009-03-11,102.0
1222,Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,Comedy|Romance,the other woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",2014-04-16,109.0
1223,David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,Horror,the final destination,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",2009-08-26,82.0
1224,Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,Drama|History|Thriller,bridge of spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",2015-10-15,141.0
1225,John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,Action|Drama|Thriller|War,behind enemy lines,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",2001-11-30,106.0
1226,Nicholas Stoller,Pink,Mario Lopez,Lino Facioli,Comedy|Music,get him to the greek,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",2010-06-04,109.0
1227,Peter Chelsom,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,Comedy|Drama|Romance,shall we dance,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",2004-10-15,107.0
1228,Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,Action|Adventure|Comedy|Family|Sci-Fi,small soldiers,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",1998-07-10,110.0
1229,Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,Action|Horror,spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",1997-07-31,96.0
1230,Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,Action|Adventure|Drama|Romance|Thriller,the count of monte cristo,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",2002-01-23,131.0
1231,Brad Furman,Matthew McConaughey,Margarita Levieva,Frances Fisher,Crime|Drama|Thriller,the lincoln lawyer,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,2011-03-17,119.0
1232,Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action|Mystery|Thriller,unknown,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",2011-02-16,113.0
